Country Name,Country Code,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Tanzania,TZA,9697847264,10185786383,10383560603,10805599893,11659129889,12825801581,16929976600,18610460327,21501741757,27368386358,28573777052,31407908612,33878631649,39087748240,44333456245,48030400964,44895392077,
Uganda,UGA,5998563258,6193246837,5840503869,6178563591,6336696289,7940362799,9013834373,9942597780,12292813603,14239026630,17878178831,20181796803,20262889524,23236898742,24662957836,26998477707,26369242278,
Ukraine,UKR,31580961263,31261718319,38009344577,42392896031,50132953288,64883060726,86142018069,1.07753E+11,1.42719E+11,1.79992E+11,1.17228E+11,1.36419E+11,1.6316E+11,1.75781E+11,1.81334E+11,1.31805E+11,90615023324,
Upper middle income,UMC,4.088E+12,4.50263E+12,4.55601E+12,4.56844E+12,5.14181E+12,6.1744E+12,7.43838E+12,8.85437E+12,1.10201E+13,1.34896E+13,1.29703E+13,1.57262E+13,1.88312E+13,2.01044E+13,2.13614E+13,2.18619E+13,2.03192E+13,
Uruguay,URY,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572633,30366213118,31660911279,40284682481,47962439303,51265399743,57531233351,57235766827,53442697568,
United States,USA,9.66062E+12,1.02848E+13,1.06218E+13,1.09775E+13,1.15107E+13,1.22749E+13,1.30937E+13,1.38559E+13,1.44776E+13,1.47186E+13,1.44187E+13,1.49644E+13,1.55179E+13,1.61553E+13,1.66632E+13,1.73481E+13,1.7947E+13,
Uzbekistan,UZB,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,63132848445,66732801393,
St. Vincent and the Grenadines,VCT,390719148.1,396270000,430040370.4,461883444.4,481806296.3,521975111.1,550728666.7,610778296.3,651436074.1,695428851.9,674922481.5,681225963,676129407.4,692933740.7,720636185.2,729738560.4,751373263,
"Venezuela, RB",VEN,97974136437,1.17148E+11,1.2291E+11,92889586976,83622191419,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.156E+11,3.29419E+11,3.93801E+11,3.16482E+11,3.81286E+11,3.71337E+11,,,
British Virgin Islands,VGB,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,,,,,,,,,,,,,,,,,,
Vietnam,VNM,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.71222E+11,1.86205E+11,1.93599E+11,
Vanuatu,VUT,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,439376794.1,526428309.9,607958616.1,610066628.7,700804286.2,792149700.7,781702874.1,801787555.9,814954586.8,,
West Bank and Gaza,PSE,4271200000,4313600000,4003700000,3555800000,3968000000,4329200000,4831800000,4910100000,5505800000,6673500000,7268200000,8913100000,10459845737,11279400000,12476000000,12715600000,12677400000,
World,WLD,3.2283E+13,3.33213E+13,3.31342E+13,3.4418E+13,3.86563E+13,4.35349E+13,4.71212E+13,5.10453E+13,5.75428E+13,6.30878E+13,5.97933E+13,6.5612E+13,7.28181E+13,7.43733E+13,7.63626E+13,7.80885E+13,7.35023E+13,
Samoa,WSM,258833766.6,269019710.3,273088357.2,288078881.4,338838639.4,420320176.4,465568018.3,505832439.8,570469196.7,619260721.6,586153251.8,656789149.6,762098381.9,804209309.4,795753602.5,800418989.6,761037916.4,
"Yemen, Rep.",YEM,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753772448,19081726103,25633674564,30397203369,28459501430,30906753495,31078858746,32074766835,35954502304,,,
South Africa,ZAF,1.36632E+11,1.36362E+11,1.21516E+11,1.15482E+11,1.75257E+11,2.28594E+11,2.57773E+11,2.71639E+11,2.99415E+11,2.8677E+11,2.95936E+11,3.75349E+11,4.16597E+11,3.97386E+11,3.66058E+11,3.49873E+11,3.12798E+11,
"Congo, Dem. Rep.",COD,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14296507096,16364029327,19206060270,18262773821,20523285374,23849009738,27463220380,30014813756,32782281736,35237742278,
Zambia,ZMB,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265552104,23459515284,25503060411,28045517946,27134637888,21201564248,
Zimbabwe,ZWE,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9422161300,10956226600,12392715500,13490227100,14196912500,13892940504,
